test type,initial bit length,eve_ratio,sample_ratio,channel_noise,detection_noise,qber,outcome,final key length,bm_success_count,execution_time
Detection noise,100,0.2,0.15,0.3,0.1,0.0,Success,6,48,0.00015997886657714844
Detection noise,100,0.2,0.15,0.3,0.1,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.1,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,1,50,0.0001544952392578125
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,9,64,0.00023865699768066406
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Fail,4,54,0.00022745132446289062
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,13,61,0.0001862049102783203
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,8,63,0.00015878677368164062
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,7,56,0.0001933574676513672
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,52,0.0001811981201171875
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,57,0.00015497207641601562
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Fail,3,51,0.00018858909606933594
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,7,57,0.00017404556274414062
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,7,64,0.0001628398895263672
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,9,57,0.00017023086547851562
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,12,62,0.00023245811462402344
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,7,59,0.0001494884490966797
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,5,57,0.00029158592224121094
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,55,0.00014662742614746094
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,54,0.00014925003051757812
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,5,54,0.00020933151245117188
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,13,69,0.00018858909606933594
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,53,0.00018548965454101562
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,11,63,0.00016951560974121094
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,9,62,0.00015974044799804688
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,1,60,0.00017070770263671875
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,54,0.00019478797912597656
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Fail,2,62,0.0001671314239501953
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,7,58,0.000171661376953125
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,14,53,0.00017571449279785156
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,53,0.0001556873321533203
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,8,59,0.00027823448181152344
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,57,0.00015425682067871094
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,2,48,0.00014543533325195312
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,7,57,0.00024008750915527344
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,8,58,0.00020694732666015625
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,8,61,0.0001544952392578125
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Fail,5,60,0.00016832351684570312
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,6,61,0.0001461505889892578
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,5,61,0.00015497207641601562
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,8,52,0.00015687942504882812
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,6,54,0.000164031982421875
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,8,59,0.00012135505676269531
Detection noise,100,0.2,0.15,0.3,0.2,0.0,Success,3,48,0.0001590251922607422
Detection noise,100,0.2,0.15,0.3,0.2,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,5,68,0.0001990795135498047
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,3,61,0.00014781951904296875
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,5,54,0.0001952648162841797
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,2,57,0.00015974044799804688
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,3,49,0.0001678466796875
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,2,61,0.00016355514526367188
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,7,63,0.00017189979553222656
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,13,66,0.0006451606750488281
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,7,60,0.0002219676971435547
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,6,55,0.00016117095947265625
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,3,56,0.00016164779663085938
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,3,59,0.00013875961303710938
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,3,52,0.00016427040100097656
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,10,63,0.00020003318786621094
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,3,50,0.0001544952392578125
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,6,62,0.00031566619873046875
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,7,53,0.00017642974853515625
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,1,50,0.00019478797912597656
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,10,64,0.00016450881958007812
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,2,55,0.0001652240753173828
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,10,62,0.000152587890625
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,12,61,0.00018095970153808594
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,7,63,0.0002079010009765625
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,8,59,0.0001633167266845703
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,3,54,0.00016832351684570312
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,9,61,0.00018095970153808594
Detection noise,100,0.2,0.15,0.3,0.3,1.0,Fail,7,60,0.00020170211791992188
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,12,64,0.00017309188842773438
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,2,51,0.00016450881958007812
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,2,61,0.00015854835510253906
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,5,60,0.0001690387725830078
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,3,55,0.0001518726348876953
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,10,59,0.0001761913299560547
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,5,59,0.0001404285430908203
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,5,59,0.00016236305236816406
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,4,51,0.0001456737518310547
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Success,4,56,0.00015425682067871094
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Detection noise,100,0.2,0.15,0.3,0.3,0.0,Fail,9,60,0.00016546249389648438
Detection noise,100,0.2,0.15,0.3,0.3,0,"Not enough security, fail",0,0,0
Sample ratio,1000,0,0.1,0,0,0.0,Success,196,486,0.0005013942718505859
Sample ratio,1000,0,0.1,0,0,0.0,Success,223,519,0.00042939186096191406
Sample ratio,1000,0,0.1,0,0,0.0,Success,203,499,0.00038123130798339844
Sample ratio,1000,0,0.1,0,0,0.0,Success,208,497,0.0003402233123779297
Sample ratio,1000,0,0.1,0,0,0.0,Success,191,494,0.00045037269592285156
Sample ratio,1000,0,0.1,0,0,0.0,Success,187,483,0.00040793418884277344
Sample ratio,1000,0,0.1,0,0,0.0,Success,203,511,0.0008428096771240234
Sample ratio,1000,0,0.1,0,0,0.0,Success,209,502,0.000453948974609375
Sample ratio,1000,0,0.1,0,0,0.0,Success,203,504,0.0004799365997314453
Sample ratio,1000,0,0.1,0,0,0.0,Success,195,515,0.00034999847412109375
Sample ratio,1000,0,0.15,0,0,0.0,Success,174,472,0.00040459632873535156
Sample ratio,1000,0,0.15,0,0,0.0,Success,191,467,0.00037360191345214844
Sample ratio,1000,0,0.15,0,0,0.0,Success,205,509,0.0004634857177734375
Sample ratio,1000,0,0.15,0,0,0.0,Success,203,504,0.0004398822784423828
Sample ratio,1000,0,0.15,0,0,0.0,Success,202,508,0.0005280971527099609
Sample ratio,1000,0,0.15,0,0,0.0,Success,192,500,0.0004639625549316406
Sample ratio,1000,0,0.15,0,0,0.0,Success,187,487,0.00040984153747558594
Sample ratio,1000,0,0.15,0,0,0.0,Success,198,510,0.0004754066467285156
Sample ratio,1000,0,0.15,0,0,0.0,Success,182,472,0.0004718303680419922
Sample ratio,1000,0,0.15,0,0,0.0,Success,215,525,0.0004076957702636719
Sample ratio,1000,0,0.2,0,0,0.0,Success,176,504,0.000446319580078125
Sample ratio,1000,0,0.2,0,0,0.0,Success,184,534,0.00041413307189941406
Sample ratio,1000,0,0.2,0,0,0.0,Success,184,516,0.0004677772521972656
Sample ratio,1000,0,0.2,0,0,0.0,Success,183,499,0.0003936290740966797
Sample ratio,1000,0,0.2,0,0,0.0,Success,167,479,0.0003981590270996094
Sample ratio,1000,0,0.2,0,0,0.0,Success,166,489,0.0004448890686035156
Sample ratio,1000,0,0.2,0,0,0.0,Success,174,500,0.0004856586456298828
Sample ratio,1000,0,0.2,0,0,0.0,Success,181,475,0.0003609657287597656
Sample ratio,1000,0,0.2,0,0,0.0,Success,191,500,0.0004782676696777344
Sample ratio,1000,0,0.2,0,0,0.0,Success,198,491,0.0004277229309082031
Sample ratio,1000,0,0.25,0,0,0.0,Success,166,490,0.0004100799560546875
Sample ratio,1000,0,0.25,0,0,0.0,Success,153,485,0.0003733634948730469
Sample ratio,1000,0,0.25,0,0,0.0,Success,164,498,0.0003879070281982422
Sample ratio,1000,0,0.25,0,0,0.0,Success,157,485,0.00036835670471191406
Sample ratio,1000,0,0.25,0,0,0.0,Success,154,458,0.00038170814514160156
Sample ratio,1000,0,0.25,0,0,0.0,Success,159,490,0.0003705024719238281
Sample ratio,1000,0,0.25,0,0,0.0,Success,154,500,0.0004088878631591797
Sample ratio,1000,0,0.25,0,0,0.0,Success,175,532,0.0005328655242919922
Sample ratio,1000,0,0.25,0,0,0.0,Success,181,499,0.0004394054412841797
Sample ratio,1000,0,0.25,0,0,0.0,Success,162,494,0.0004856586456298828
Eve ratio,100,0,0.1,0,0,0.0,Success,3,50,0.00022554397583007812
Eve ratio,100,0,0.1,0,0,0.0,Success,7,55,0.0002052783966064453
Eve ratio,100,0,0.1,0,0,0.0,Success,7,54,0.00017261505126953125
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,4,57,0.0001811981201171875
Eve ratio,100,0,0.1,0,0,0.0,Success,3,57,0.0003287792205810547
Eve ratio,100,0,0.1,0,0,0.0,Success,4,45,0.00019812583923339844
Eve ratio,100,0,0.1,0,0,0.0,Success,6,50,0.00016164779663085938
Eve ratio,100,0,0.1,0,0,0.0,Success,5,50,0.00015735626220703125
Eve ratio,100,0,0.1,0,0,0.0,Success,1,47,0.00017333030700683594
Eve ratio,100,0,0.1,0,0,0.0,Success,1,55,0.00020170211791992188
Eve ratio,100,0,0.1,0,0,0.0,Success,6,50,0.00021958351135253906
Eve ratio,100,0,0.1,0,0,0.0,Success,7,49,0.00015544891357421875
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,7,52,0.00024962425231933594
Eve ratio,100,0,0.1,0,0,0.0,Success,2,50,0.00014591217041015625
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,7,45,0.00016045570373535156
Eve ratio,100,0,0.1,0,0,0.0,Success,8,53,0.00015497207641601562
Eve ratio,100,0,0.1,0,0,0.0,Success,7,54,0.0002231597900390625
Eve ratio,100,0,0.1,0,0,0.0,Success,7,46,0.0001742839813232422
Eve ratio,100,0,0.1,0,0,0.0,Success,10,56,0.00020813941955566406
Eve ratio,100,0,0.1,0,0,0.0,Success,2,49,0.00014829635620117188
Eve ratio,100,0,0.1,0,0,0.0,Success,4,48,0.0005691051483154297
Eve ratio,100,0,0.1,0,0,0.0,Success,7,54,0.00014519691467285156
Eve ratio,100,0,0.1,0,0,0.0,Success,5,57,0.00020647048950195312
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,7,50,0.00014972686767578125
Eve ratio,100,0,0.1,0,0,0.0,Success,3,52,0.00016188621520996094
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,7,46,0.00015687942504882812
Eve ratio,100,0,0.1,0,0,0.0,Success,1,46,0.0001437664031982422
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,7,53,0.0001544952392578125
Eve ratio,100,0,0.1,0,0,0.0,Success,4,43,0.0001277923583984375
Eve ratio,100,0,0.1,0,0,0.0,Success,3,51,0.00019979476928710938
Eve ratio,100,0,0.1,0,0,0.0,Success,1,51,0.00016117095947265625
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,7,56,0.00015926361083984375
Eve ratio,100,0,0.1,0,0,0.0,Success,3,45,0.0002231597900390625
Eve ratio,100,0,0.1,0,0,0.0,Success,5,57,0.00016117095947265625
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,6,52,0.00017023086547851562
Eve ratio,100,0,0.1,0,0,0.0,Success,10,49,0.00018095970153808594
Eve ratio,100,0,0.1,0,0,0.0,Success,3,51,0.0001595020294189453
Eve ratio,100,0,0.1,0,0,0.0,Success,5,55,0.00018858909606933594
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,3,53,0.00014972686767578125
Eve ratio,100,0,0.1,0,0,0.0,Success,6,51,0.0001583099365234375
Eve ratio,100,0,0.1,0,0,0.0,Success,2,44,0.00035691261291503906
Eve ratio,100,0,0.1,0,0,0.0,Success,2,53,0.0001881122589111328
Eve ratio,100,0,0.1,0,0,0.0,Success,8,59,0.0002300739288330078
Eve ratio,100,0,0.1,0,0,0.0,Success,6,55,0.00017499923706054688
Eve ratio,100,0,0.1,0,0,0.0,Success,9,55,0.00017571449279785156
Eve ratio,100,0,0.1,0,0,0.0,Success,1,46,0.00015664100646972656
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,5,52,0.00012993812561035156
Eve ratio,100,0,0.1,0,0,0.0,Success,4,48,0.00020456314086914062
Eve ratio,100,0,0.1,0,0,0.0,Success,10,55,0.00017523765563964844
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,13,56,0.00016164779663085938
Eve ratio,100,0,0.1,0,0,0.0,Success,2,57,0.000152587890625
Eve ratio,100,0,0.1,0,0,0.0,Success,1,48,0.0001494884490966797
Eve ratio,100,0,0.1,0,0,0.0,Success,7,47,0.00016927719116210938
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,2,55,0.000232696533203125
Eve ratio,100,0,0.1,0,0,0.0,Success,11,58,0.0002589225769042969
Eve ratio,100,0,0.1,0,0,0.0,Success,1,50,0.00018477439880371094
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,2,52,0.00018978118896484375
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,2,43,0.00024080276489257812
Eve ratio,100,0,0.1,0,0,0.0,Success,5,50,0.00012755393981933594
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,7,57,0.0001747608184814453
Eve ratio,100,0,0.1,0,0,0.0,Success,4,53,0.00016379356384277344
Eve ratio,100,0,0.1,0,0,0,"Not enough security, fail",0,0,0
Eve ratio,100,0,0.1,0,0,0.0,Success,8,56,0.00016927719116210938
Eve ratio,100,0,0.1,0,0,0.0,Success,1,59,0.00014591217041015625
Eve ratio,100,0,0.1,0,0,0.0,Success,3,47,0.0001537799835205078
Eve ratio,100,0,0.1,0,0,0.0,Success,4,47,0.00015735626220703125
